Aika;Alue;val
Vuosi 2020 Viikko 33;Kainuun SHP;0
Vuosi 2020 Viikko 34;Kainuun SHP;0
Vuosi 2020 Viikko 35;Kainuun SHP;15
Vuosi 2020 Viikko 36;Kainuun SHP;8
Vuosi 2020 Viikko 37;Kainuun SHP;1
Vuosi 2020 Viikko 38;Kainuun SHP;0
Vuosi 2020 Viikko 39;Kainuun SHP;2
Vuosi 2020 Viikko 40;Kainuun SHP;9
Vuosi 2020 Viikko 41;Kainuun SHP;0
Vuosi 2020 Viikko 42;Kainuun SHP;3
Vuosi 2020 Viikko 43;Kainuun SHP;2
Vuosi 2020 Viikko 44;Kainuun SHP;0
Vuosi 2020 Viikko 45;Kainuun SHP;7
Vuosi 2020 Viikko 46;Kainuun SHP;7
Vuosi 2020 Viikko 47;Kainuun SHP;8
Vuosi 2020 Viikko 48;Kainuun SHP;21
Vuosi 2020 Viikko 49;Kainuun SHP;7
Vuosi 2020 Viikko 50;Kainuun SHP;2
Vuosi 2020 Viikko 51;Kainuun SHP;6
Vuosi 2020 Viikko 52;Kainuun SHP;2
Vuosi 2020 Viikko 53;Kainuun SHP;4
Vuosi 2021 Viikko 01;Kainuun SHP;15
Vuosi 2021 Viikko 02;Kainuun SHP;4
Vuosi 2021 Viikko 03;Kainuun SHP;
Vuosi 2021 Viikko 04;Kainuun SHP;
Vuosi 2021 Viikko 05;Kainuun SHP;
Vuosi 2021 Viikko 06;Kainuun SHP;
Vuosi 2021 Viikko 07;Kainuun SHP;
Vuosi 2021 Viikko 08;Kainuun SHP;
Vuosi 2021 Viikko 09;Kainuun SHP;
Vuosi 2021 Viikko 10;Kainuun SHP;
Vuosi 2021 Viikko 11;Kainuun SHP;
Vuosi 2021 Viikko 12;Kainuun SHP;
Vuosi 2021 Viikko 13;Kainuun SHP;
Vuosi 2021 Viikko 14;Kainuun SHP;
Vuosi 2021 Viikko 15;Kainuun SHP;
Vuosi 2021 Viikko 16;Kainuun SHP;
Vuosi 2021 Viikko 17;Kainuun SHP;
Vuosi 2021 Viikko 18;Kainuun SHP;
Vuosi 2021 Viikko 19;Kainuun SHP;
Vuosi 2021 Viikko 20;Kainuun SHP;
Vuosi 2021 Viikko 21;Kainuun SHP;
Vuosi 2021 Viikko 22;Kainuun SHP;
Vuosi 2021 Viikko 23;Kainuun SHP;
Vuosi 2021 Viikko 24;Kainuun SHP;
Vuosi 2021 Viikko 25;Kainuun SHP;
Vuosi 2021 Viikko 26;Kainuun SHP;
Vuosi 2021 Viikko 27;Kainuun SHP;
Vuosi 2021 Viikko 28;Kainuun SHP;
Vuosi 2021 Viikko 29;Kainuun SHP;
Vuosi 2021 Viikko 30;Kainuun SHP;
Vuosi 2021 Viikko 31;Kainuun SHP;
Vuosi 2021 Viikko 32;Kainuun SHP;
Vuosi 2021 Viikko 33;Kainuun SHP;
Vuosi 2021 Viikko 34;Kainuun SHP;
Vuosi 2021 Viikko 35;Kainuun SHP;
Vuosi 2021 Viikko 36;Kainuun SHP;
Vuosi 2021 Viikko 37;Kainuun SHP;
Vuosi 2021 Viikko 38;Kainuun SHP;
Vuosi 2021 Viikko 39;Kainuun SHP;
Vuosi 2021 Viikko 40;Kainuun SHP;
Vuosi 2021 Viikko 41;Kainuun SHP;
Vuosi 2021 Viikko 42;Kainuun SHP;
Vuosi 2021 Viikko 43;Kainuun SHP;
Vuosi 2021 Viikko 44;Kainuun SHP;
Vuosi 2021 Viikko 45;Kainuun SHP;
Vuosi 2021 Viikko 46;Kainuun SHP;
Vuosi 2021 Viikko 47;Kainuun SHP;
Vuosi 2021 Viikko 48;Kainuun SHP;
Vuosi 2021 Viikko 49;Kainuun SHP;
Vuosi 2021 Viikko 50;Kainuun SHP;
Vuosi 2021 Viikko 51;Kainuun SHP;
Vuosi 2021 Viikko 52;Kainuun SHP;
Aika;Kainuun SHP;190
Vuosi 2020 Viikko 01;Länsi-Pohjan SHP;0
Vuosi 2020 Viikko 02;Länsi-Pohjan SHP;0
Vuosi 2020 Viikko 03;Länsi-Pohjan SHP;0
Vuosi 2020 Viikko 04;Länsi-Pohjan SHP;0
Vuosi 2020 Viikko 05;Länsi-Pohjan SHP;0
Vuosi 2020 Viikko 06;Länsi-Pohjan SHP;0
Vuosi 2020 Viikko 07;Länsi-Pohjan SHP;0
Vuosi 2020 Viikko 08;Länsi-Pohjan SHP;0
Vuosi 2020 Viikko 09;Länsi-Pohjan SHP;0
Vuosi 2020 Viikko 10;Länsi-Pohjan SHP;0
Vuosi 2020 Viikko 11;Länsi-Pohjan SHP;0
Vuosi 2020 Viikko 12;Länsi-Pohjan SHP;3
Vuosi 2020 Viikko 13;Länsi-Pohjan SHP;3
Vuosi 2020 Viikko 14;Länsi-Pohjan SHP;17
Vuosi 2020 Viikko 15;Länsi-Pohjan SHP;31
Vuosi 2020 Viikko 16;Länsi-Pohjan SHP;31
Vuosi 2020 Viikko 17;Länsi-Pohjan SHP;24
Vuosi 2020 Viikko 18;Länsi-Pohjan SHP;14
Vuosi 2020 Viikko 19;Länsi-Pohjan SHP;14
Vuosi 2020 Viikko 20;Länsi-Pohjan SHP;5
Vuosi 2020 Viikko 21;Länsi-Pohjan SHP;1
Vuosi 2020 Viikko 22;Länsi-Pohjan SHP;3
Vuosi 2020 Viikko 23;Länsi-Pohjan SHP;0
Vuosi 2020 Viikko 24;Länsi-Pohjan SHP;0
Vuosi 2020 Viikko 25;Länsi-Pohjan SHP;1
Vuosi 2020 Viikko 26;Länsi-Pohjan SHP;2
Vuosi 2020 Viikko 27;Länsi-Pohjan SHP;0
Vuosi 2020 Viikko 28;Länsi-Pohjan SHP;0
Vuosi 2020 Viikko 29;Länsi-Pohjan SHP;0
Vuosi 2020 Viikko 30;Länsi-Pohjan SHP;0
Vuosi 2020 Viikko 31;Länsi-Pohjan SHP;0
Vuosi 2020 Viikko 32;Länsi-Pohjan SHP;1
Vuosi 2020 Viikko 33;Länsi-Pohjan SHP;1
Vuosi 2020 Viikko 34;Länsi-Pohjan SHP;0
Vuosi 2020 Viikko 35;Länsi-Pohjan SHP;0
Vuosi 2020 Viikko 36;Länsi-Pohjan SHP;0
Vuosi 2020 Viikko 37;Länsi-Pohjan SHP;0
Vuosi 2020 Viikko 38;Länsi-Pohjan SHP;1
Vuosi 2020 Viikko 39;Länsi-Pohjan SHP;0
Vuosi 2020 Viikko 40;Länsi-Pohjan SHP;5
Vuosi 2020 Viikko 41;Länsi-Pohjan SHP;9
Vuosi 2020 Viikko 42;Länsi-Pohjan SHP;5
Vuosi 2020 Viikko 43;Länsi-Pohjan SHP;5
Vuosi 2020 Viikko 44;Länsi-Pohjan SHP;24
Vuosi 2020 Viikko 45;Länsi-Pohjan SHP;38
Vuosi 2020 Viikko 46;Länsi-Pohjan SHP;33
Vuosi 2020 Viikko 47;Länsi-Pohjan SHP;26
Vuosi 2020 Viikko 48;Länsi-Pohjan SHP;10
Vuosi 2020 Viikko 49;Länsi-Pohjan SHP;10
Vuosi 2020 Viikko 50;Länsi-Pohjan SHP;5
Vuosi 2020 Viikko 51;Länsi-Pohjan SHP;10
Vuosi 2020 Viikko 52;Länsi-Pohjan SHP;12
Vuosi 2020 Viikko 53;Länsi-Pohjan SHP;20
Vuosi 2021 Viikko 01;Länsi-Pohjan SHP;23
Vuosi 2021 Viikko 02;Länsi-Pohjan SHP;0
Vuosi 2021 Viikko 03;Länsi-Pohjan SHP;
Vuosi 2021 Viikko 04;Länsi-Pohjan SHP;
Vuosi 2021 Viikko 05;Länsi-Pohjan SHP;
Vuosi 2021 Viikko 06;Länsi-Pohjan SHP;
Vuosi 2021 Viikko 07;Länsi-Pohjan SHP;
Vuosi 2021 Viikko 08;Länsi-Pohjan SHP;
Vuosi 2021 Viikko 09;Länsi-Pohjan SHP;
Vuosi 2021 Viikko 10;Länsi-Pohjan SHP;
Vuosi 2021 Viikko 11;Länsi-Pohjan SHP;
Vuosi 2021 Viikko 12;Länsi-Pohjan SHP;
Vuosi 2021 Viikko 13;Länsi-Pohjan SHP;
Vuosi 2021 Viikko 14;Länsi-Pohjan SHP;
Vuosi 2021 Viikko 15;Länsi-Pohjan SHP;
Vuosi 2021 Viikko 16;Länsi-Pohjan SHP;
Vuosi 2021 Viikko 17;Länsi-Pohjan SHP;
Vuosi 2021 Viikko 18;Länsi-Pohjan SHP;
Vuosi 2021 Viikko 19;Länsi-Pohjan SHP;
Vuosi 2021 Viikko 20;Länsi-Pohjan SHP;
Vuosi 2021 Viikko 21;Länsi-Pohjan SHP;
Vuosi 2021 Viikko 22;Länsi-Pohjan SHP;
Vuosi 2021 Viikko 23;Länsi-Pohjan SHP;
Vuosi 2021 Viikko 24;Länsi-Pohjan SHP;
Vuosi 2021 Viikko 25;Länsi-Pohjan SHP;
Vuosi 2021 Viikko 26;Länsi-Pohjan SHP;
Vuosi 2021 Viikko 27;Länsi-Pohjan SHP;
Vuosi 2021 Viikko 28;Länsi-Pohjan SHP;
Vuosi 2021 Viikko 29;Länsi-Pohjan SHP;
Vuosi 2021 Viikko 30;Länsi-Pohjan SHP;
Vuosi 2021 Viikko 31;Länsi-Pohjan SHP;
Vuosi 2021 Viikko 32;Länsi-Pohjan SHP;
Vuosi 2021 Viikko 33;Länsi-Pohjan SHP;
Vuosi 2021 Viikko 34;Länsi-Pohjan SHP;
Vuosi 2021 Viikko 35;Länsi-Pohjan SHP;
Vuosi 2021 Viikko 36;Länsi-Pohjan SHP;
Vuosi 2021 Viikko 37;Länsi-Pohjan SHP;
Vuosi 2021 Viikko 38;Länsi-Pohjan SHP;
Vuosi 2021 Viikko 39;Länsi-Pohjan SHP;
Vuosi 2021 Viikko 40;Länsi-Pohjan SHP;
Vuosi 2021 Viikko 41;Länsi-Pohjan SHP;
Vuosi 2021 Viikko 42;Länsi-Pohjan SHP;
Vuosi 2021 Viikko 43;Länsi-Pohjan SHP;
Vuosi 2021 Viikko 44;Länsi-Pohjan SHP;
Vuosi 2021 Viikko 45;Länsi-Pohjan SHP;
Vuosi 2021 Viikko 46;Länsi-Pohjan SHP;
Vuosi 2021 Viikko 47;Länsi-Pohjan SHP;
Vuosi 2021 Viikko 48;Länsi-Pohjan SHP;
Vuosi 2021 Viikko 49;Länsi-Pohjan SHP;
Vuosi 2021 Viikko 50;Länsi-Pohjan SHP;
Vuosi 2021 Viikko 51;Länsi-Pohjan SHP;
Vuosi 2021 Viikko 52;Länsi-Pohjan SHP;
Aika;Länsi-Pohjan SHP;387
Vuosi 2020 Viikko 01;Lapin SHP;0
Vuosi 2020 Viikko 02;Lapin SHP;0
Vuosi 2020 Viikko 03;Lapin SHP;0
Vuosi 2020 Viikko 04;Lapin SHP;0
Vuosi 2020 Viikko 05;Lapin SHP;0
Vuosi 2020 Viikko 06;Lapin SHP;0
Vuosi 2020 Viikko 07;Lapin SHP;0
Vuosi 2020 Viikko 08;Lapin SHP;0
Vuosi 2020 Viikko 09;Lapin SHP;0
Vuosi 2020 Viikko 10;Lapin SHP;0
Vuosi 2020 Viikko 11;Lapin SHP;2
Vuosi 2020 Viikko 12;Lapin SHP;1
Vuosi 2020 Viikko 13;Lapin SHP;13
Vuosi 2020 Viikko 14;Lapin SHP;25
Vuosi 2020 Viikko 15;Lapin SHP;22
Vuosi 2020 Viikko 16;Lapin SHP;7
Vuosi 2020 Viikko 17;Lapin SHP;0
Vuosi 2020 Viikko 18;Lapin SHP;2
Vuosi 2020 Viikko 19;Lapin SHP;1
Vuosi 2020 Viikko 20;Lapin SHP;1
Vuosi 2020 Viikko 21;Lapin SHP;0
Vuosi 2020 Viikko 22;Lapin SHP;0
Vuosi 2020 Viikko 23;Lapin SHP;1
Vuosi 2020 Viikko 24;Lapin SHP;0
Vuosi 2020 Viikko 25;Lapin SHP;0
Vuosi 2020 Viikko 26;Lapin SHP;0
Vuosi 2020 Viikko 27;Lapin SHP;2
Vuosi 2020 Viikko 28;Lapin SHP;2
Vuosi 2020 Viikko 29;Lapin SHP;0
Vuosi 2020 Viikko 30;Lapin SHP;0
Vuosi 2020 Viikko 31;Lapin SHP;1
Vuosi 2020 Viikko 32;Lapin SHP;1
Vuosi 2020 Viikko 33;Lapin SHP;2
Vuosi 2020 Viikko 34;Lapin SHP;6
Vuosi 2020 Viikko 35;Lapin SHP;1
Vuosi 2020 Viikko 36;Lapin SHP;0
Vuosi 2020 Viikko 37;Lapin SHP;3
Vuosi 2020 Viikko 38;Lapin SHP;2
Vuosi 2020 Viikko 39;Lapin SHP;4
Vuosi 2020 Viikko 40;Lapin SHP;18
Vuosi 2020 Viikko 41;Lapin SHP;14
Vuosi 2020 Viikko 42;Lapin SHP;9
Vuosi 2020 Viikko 43;Lapin SHP;18
Vuosi 2020 Viikko 44;Lapin SHP;40
Vuosi 2020 Viikko 45;Lapin SHP;51
Vuosi 2020 Viikko 46;Lapin SHP;18
Vuosi 2020 Viikko 47;Lapin SHP;10
Vuosi 2020 Viikko 48;Lapin SHP;20
Vuosi 2020 Viikko 49;Lapin SHP;19
Vuosi 2020 Viikko 50;Lapin SHP;16
Vuosi 2020 Viikko 51;Lapin SHP;11
Vuosi 2020 Viikko 52;Lapin SHP;11
Vuosi 2020 Viikko 53;Lapin SHP;13
Vuosi 2021 Viikko 01;Lapin SHP;15
Vuosi 2021 Viikko 02;Lapin SHP;2
Vuosi 2021 Viikko 03;Lapin SHP;
Vuosi 2021 Viikko 04;Lapin SHP;
Vuosi 2021 Viikko 05;Lapin SHP;
Vuosi 2021 Viikko 06;Lapin SHP;
Vuosi 2021 Viikko 07;Lapin SHP;
Vuosi 2021 Viikko 08;Lapin SHP;
Vuosi 2021 Viikko 09;Lapin SHP;
Vuosi 2021 Viikko 10;Lapin SHP;
Vuosi 2021 Viikko 11;Lapin SHP;
Vuosi 2021 Viikko 12;Lapin SHP;
Vuosi 2021 Viikko 13;Lapin SHP;
Vuosi 2021 Viikko 14;Lapin SHP;
Vuosi 2021 Viikko 15;Lapin SHP;
Vuosi 2021 Viikko 16;Lapin SHP;
Vuosi 2021 Viikko 17;Lapin SHP;
Vuosi 2021 Viikko 18;Lapin SHP;
Vuosi 2021 Viikko 19;Lapin SHP;
Vuosi 2021 Viikko 20;Lapin SHP;
Vuosi 2021 Viikko 21;Lapin SHP;
Vuosi 2021 Viikko 22;Lapin SHP;
Vuosi 2021 Viikko 23;Lapin SHP;
Vuosi 2021 Viikko 24;Lapin SHP;
Vuosi 2021 Viikko 25;Lapin SHP;
Vuosi 2021 Viikko 26;Lapin SHP;
Vuosi 2021 Viikko 27;Lapin SHP;
Vuosi 2021 Viikko 28;Lapin SHP;
Vuosi 2021 Viikko 29;Lapin SHP;
Vuosi 2021 Viikko 30;Lapin SHP;
Vuosi 2021 Viikko 31;Lapin SHP;
Vuosi 2021 Viikko 32;Lapin SHP;
Vuosi 2021 Viikko 33;Lapin SHP;
Vuosi 2021 Viikko 34;Lapin SHP;
Vuosi 2021 Viikko 35;Lapin SHP;
Vuosi 2021 Viikko 36;Lapin SHP;
Vuosi 2021 Viikko 37;Lapin SHP;
Vuosi 2021 Viikko 38;Lapin SHP;
Vuosi 2021 Viikko 39;Lapin SHP;
Vuosi 2021 Viikko 40;Lapin SHP;
Vuosi 2021 Viikko 41;Lapin SHP;
Vuosi 2021 Viikko 42;Lapin SHP;
Vuosi 2021 Viikko 43;Lapin SHP;
Vuosi 2021 Viikko 44;Lapin SHP;
Vuosi 2021 Viikko 45;Lapin SHP;
Vuosi 2021 Viikko 46;Lapin SHP;
Vuosi 2021 Viikko 47;Lapin SHP;
Vuosi 2021 Viikko 48;Lapin SHP;
Vuosi 2021 Viikko 49;Lapin SHP;
Vuosi 2021 Viikko 50;Lapin SHP;
Vuosi 2021 Viikko 51;Lapin SHP;
Vuosi 2021 Viikko 52;Lapin SHP;
Aika;Lapin SHP;384
Vuosi 2020 Viikko 01;Helsingin ja Uudenmaan SHP;1
Vuosi 2020 Viikko 02;Helsingin ja Uudenmaan SHP;3
Vuosi 2020 Viikko 03;Helsingin ja Uudenmaan SHP;0
Vuosi 2020 Viikko 04;Helsingin ja Uudenmaan SHP;0
Vuosi 2020 Viikko 05;Helsingin ja Uudenmaan SHP;1
Vuosi 2020 Viikko 06;Helsingin ja Uudenmaan SHP;0
Vuosi 2020 Viikko 07;Helsingin ja Uudenmaan SHP;1
Vuosi 2020 Viikko 08;Helsingin ja Uudenmaan SHP;1
Vuosi 2020 Viikko 09;Helsingin ja Uudenmaan SHP;6
Vuosi 2020 Viikko 10;Helsingin ja Uudenmaan SHP;16
Vuosi 2020 Viikko 11;Helsingin ja Uudenmaan SHP;196
Vuosi 2020 Viikko 12;Helsingin ja Uudenmaan SHP;392
Vuosi 2020 Viikko 13;Helsingin ja Uudenmaan SHP;355
Vuosi 2020 Viikko 14;Helsingin ja Uudenmaan SHP;612
Vuosi 2020 Viikko 15;Helsingin ja Uudenmaan SHP;634
Vuosi 2020 Viikko 16;Helsingin ja Uudenmaan SHP;613
Vuosi 2020 Viikko 17;Helsingin ja Uudenmaan SHP;611
Vuosi 2020 Viikko 18;Helsingin ja Uudenmaan SHP;529
Vuosi 2020 Viikko 19;Helsingin ja Uudenmaan SHP;501
Vuosi 2020 Viikko 20;Helsingin ja Uudenmaan SHP;339
Vuosi 2020 Viikko 21;Helsingin ja Uudenmaan SHP;183
Vuosi 2020 Viikko 22;Helsingin ja Uudenmaan SHP;131
Vuosi 2020 Viikko 23;Helsingin ja Uudenmaan SHP;82
Vuosi 2020 Viikko 24;Helsingin ja Uudenmaan SHP;40
Vuosi 2020 Viikko 25;Helsingin ja Uudenmaan SHP;38
Vuosi 2020 Viikko 26;Helsingin ja Uudenmaan SHP;36
Vuosi 2020 Viikko 27;Helsingin ja Uudenmaan SHP;33
Vuosi 2020 Viikko 28;Helsingin ja Uudenmaan SHP;10
Vuosi 2020 Viikko 29;Helsingin ja Uudenmaan SHP;27
Vuosi 2020 Viikko 30;Helsingin ja Uudenmaan SHP;34
Vuosi 2020 Viikko 31;Helsingin ja Uudenmaan SHP;54
Vuosi 2020 Viikko 32;Helsingin ja Uudenmaan SHP;118
Vuosi 2020 Viikko 33;Helsingin ja Uudenmaan SHP;123
Vuosi 2020 Viikko 34;Helsingin ja Uudenmaan SHP;117
Vuosi 2020 Viikko 35;Helsingin ja Uudenmaan SHP;87
Vuosi 2020 Viikko 36;Helsingin ja Uudenmaan SHP;120
Vuosi 2020 Viikko 37;Helsingin ja Uudenmaan SHP;135
Vuosi 2020 Viikko 38;Helsingin ja Uudenmaan SHP;228
Vuosi 2020 Viikko 39;Helsingin ja Uudenmaan SHP;439
Vuosi 2020 Viikko 40;Helsingin ja Uudenmaan SHP;567
Vuosi 2020 Viikko 41;Helsingin ja Uudenmaan SHP;758
Vuosi 2020 Viikko 42;Helsingin ja Uudenmaan SHP;714
Vuosi 2020 Viikko 43;Helsingin ja Uudenmaan SHP;673
Vuosi 2020 Viikko 44;Helsingin ja Uudenmaan SHP;765
Vuosi 2020 Viikko 45;Helsingin ja Uudenmaan SHP;862
Vuosi 2020 Viikko 46;Helsingin ja Uudenmaan SHP;997
Vuosi 2020 Viikko 47;Helsingin ja Uudenmaan SHP;1663
Vuosi 2020 Viikko 48;Helsingin ja Uudenmaan SHP;1656
Vuosi 2020 Viikko 49;Helsingin ja Uudenmaan SHP;1595
Vuosi 2020 Viikko 50;Helsingin ja Uudenmaan SHP;1580
Vuosi 2020 Viikko 51;Helsingin ja Uudenmaan SHP;1223
Vuosi 2020 Viikko 52;Helsingin ja Uudenmaan SHP;939
Vuosi 2020 Viikko 53;Helsingin ja Uudenmaan SHP;912
Vuosi 2021 Viikko 01;Helsingin ja Uudenmaan SHP;948
Vuosi 2021 Viikko 02;Helsingin ja Uudenmaan SHP;248
Vuosi 2021 Viikko 03;Helsingin ja Uudenmaan SHP;
Vuosi 2021 Viikko 04;Helsingin ja Uudenmaan SHP;
Vuosi 2021 Viikko 05;Helsingin ja Uudenmaan SHP;
Vuosi 2021 Viikko 06;Helsingin ja Uudenmaan SHP;
Vuosi 2021 Viikko 07;Helsingin ja Uudenmaan SHP;
Vuosi 2021 Viikko 08;Helsingin ja Uudenmaan SHP;
Vuosi 2021 Viikko 09;Helsingin ja Uudenmaan SHP;
Vuosi 2021 Viikko 10;Helsingin ja Uudenmaan SHP;
Vuosi 2021 Viikko 11;Helsingin ja Uudenmaan SHP;
Vuosi 2021 Viikko 12;Helsingin ja Uudenmaan SHP;
Vuosi 2021 Viikko 13;Helsingin ja Uudenmaan SHP;
Vuosi 2021 Viikko 14;Helsingin ja Uudenmaan SHP;
Vuosi 2021 Viikko 15;Helsingin ja Uudenmaan SHP;
Vuosi 2021 Viikko 16;Helsingin ja Uudenmaan SHP;
Vuosi 2021 Viikko 17;Helsingin ja Uudenmaan SHP;
Vuosi 2021 Viikko 18;Helsingin ja Uudenmaan SHP;
Vuosi 2021 Viikko 19;Helsingin ja Uudenmaan SHP;
Vuosi 2021 Viikko 20;Helsingin ja Uudenmaan SHP;
Vuosi 2021 Viikko 21;Helsingin ja Uudenmaan SHP;
Vuosi 2021 Viikko 22;Helsingin ja Uudenmaan SHP;
Vuosi 2021 Viikko 23;Helsingin ja Uudenmaan SHP;
Vuosi 2021 Viikko 24;Helsingin ja Uudenmaan SHP;
Vuosi 2021 Viikko 25;Helsingin ja Uudenmaan SHP;
Vuosi 2021 Viikko 26;Helsingin ja Uudenmaan SHP;
Vuosi 2021 Viikko 27;Helsingin ja Uudenmaan SHP;
Vuosi 2021 Viikko 28;Helsingin ja Uudenmaan SHP;
Vuosi 2021 Viikko 29;Helsingin ja Uudenmaan SHP;
Vuosi 2021 Viikko 30;Helsingin ja Uudenmaan SHP;
Vuosi 2021 Viikko 31;Helsingin ja Uudenmaan SHP;
Vuosi 2021 Viikko 32;Helsingin ja Uudenmaan SHP;
Vuosi 2021 Viikko 33;Helsingin ja Uudenmaan SHP;
Vuosi 2021 Viikko 34;Helsingin ja Uudenmaan SHP;
Vuosi 2021 Viikko 35;Helsingin ja Uudenmaan SHP;
Vuosi 2021 Viikko 36;Helsingin ja Uudenmaan SHP;
Vuosi 2021 Viikko 37;Helsingin ja Uudenmaan SHP;
Vuosi 2021 Viikko 38;Helsingin ja Uudenmaan SHP;
Vuosi 2021 Viikko 39;Helsingin ja Uudenmaan SHP;
Vuosi 2021 Viikko 40;Helsingin ja Uudenmaan SHP;
Vuosi 2021 Viikko 41;Helsingin ja Uudenmaan SHP;
Vuosi 2021 Viikko 42;Helsingin ja Uudenmaan SHP;
Vuosi 2021 Viikko 43;Helsingin ja Uudenmaan SHP;
Vuosi 2021 Viikko 44;Helsingin ja Uudenmaan SHP;
Vuosi 2021 Viikko 45;Helsingin ja Uudenmaan SHP;
Vuosi 2021 Viikko 46;Helsingin ja Uudenmaan SHP;
Vuosi 2021 Viikko 47;Helsingin ja Uudenmaan SHP;
Vuosi 2021 Viikko 48;Helsingin ja Uudenmaan SHP;
Vuosi 2021 Viikko 49;Helsingin ja Uudenmaan SHP;
Vuosi 2021 Viikko 50;Helsingin ja Uudenmaan SHP;
Vuosi 2021 Viikko 51;Helsingin ja Uudenmaan SHP;
Vuosi 2021 Viikko 52;Helsingin ja Uudenmaan SHP;
Aika;Helsingin ja Uudenmaan SHP;22946
Vuosi 2020 Viikko 01;Kaikki Alueet;1
Vuosi 2020 Viikko 02;Kaikki Alueet;3
Vuosi 2020 Viikko 03;Kaikki Alueet;0
Vuosi 2020 Viikko 04;Kaikki Alueet;0
Vuosi 2020 Viikko 05;Kaikki Alueet;1
Vuosi 2020 Viikko 06;Kaikki Alueet;0
Vuosi 2020 Viikko 07;Kaikki Alueet;1
Vuosi 2020 Viikko 08;Kaikki Alueet;1
Vuosi 2020 Viikko 09;Kaikki Alueet;7
Vuosi 2020 Viikko 10;Kaikki Alueet;34
Vuosi 2020 Viikko 11;Kaikki Alueet;317
Vuosi 2020 Viikko 12;Kaikki Alueet;541
Vuosi 2020 Viikko 13;Kaikki Alueet;643
Vuosi 2020 Viikko 14;Kaikki Alueet;966
Vuosi 2020 Viikko 15;Kaikki Alueet;931
Vuosi 2020 Viikko 16;Kaikki Alueet;790
Vuosi 2020 Viikko 17;Kaikki Alueet;736
Vuosi 2020 Viikko 18;Kaikki Alueet;623
Vuosi 2020 Viikko 19;Kaikki Alueet;617
Vuosi 2020 Viikko 20;Kaikki Alueet;398
Vuosi 2020 Viikko 21;Kaikki Alueet;221
Vuosi 2020 Viikko 22;Kaikki Alueet;163
Vuosi 2020 Viikko 23;Kaikki Alueet;99
Vuosi 2020 Viikko 24;Kaikki Alueet;54
Vuosi 2020 Viikko 25;Kaikki Alueet;50
Vuosi 2020 Viikko 26;Kaikki Alueet;52
Vuosi 2020 Viikko 27;Kaikki Alueet;45
Vuosi 2020 Viikko 28;Kaikki Alueet;39
Vuosi 2020 Viikko 29;Kaikki Alueet;43
Vuosi 2020 Viikko 30;Kaikki Alueet;56
Vuosi 2020 Viikko 31;Kaikki Alueet;84
Vuosi 2020 Viikko 32;Kaikki Alueet;169
Vuosi 2020 Viikko 33;Kaikki Alueet;175
Vuosi 2020 Viikko 34;Kaikki Alueet;191
Vuosi 2020 Viikko 35;Kaikki Alueet;156
Vuosi 2020 Viikko 36;Kaikki Alueet;235
Vuosi 2020 Viikko 37;Kaikki Alueet;356
Vuosi 2020 Viikko 38;Kaikki Alueet;466
Vuosi 2020 Viikko 39;Kaikki Alueet;716
Vuosi 2020 Viikko 40;Kaikki Alueet;1128
Vuosi 2020 Viikko 41;Kaikki Alueet;1627
Vuosi 2020 Viikko 42;Kaikki Alueet;1277
Vuosi 2020 Viikko 43;Kaikki Alueet;1245
Vuosi 2020 Viikko 44;Kaikki Alueet;1455
Vuosi 2020 Viikko 45;Kaikki Alueet;1421
Vuosi 2020 Viikko 46;Kaikki Alueet;1649
Vuosi 2020 Viikko 47;Kaikki Alueet;2600
Vuosi 2020 Viikko 48;Kaikki Alueet;3131
Vuosi 2020 Viikko 49;Kaikki Alueet;3012
Vuosi 2020 Viikko 50;Kaikki Alueet;2907
Vuosi 2020 Viikko 51;Kaikki Alueet;2319
Vuosi 2020 Viikko 52;Kaikki Alueet;1649
Vuosi 2020 Viikko 53;Kaikki Alueet;1751
Vuosi 2021 Viikko 01;Kaikki Alueet;1787
Vuosi 2021 Viikko 02;Kaikki Alueet;397
Vuosi 2021 Viikko 03;Kaikki Alueet;
Vuosi 2021 Viikko 04;Kaikki Alueet;
Vuosi 2021 Viikko 05;Kaikki Alueet;
Vuosi 2021 Viikko 06;Kaikki Alueet;
Vuosi 2021 Viikko 07;Kaikki Alueet;
Vuosi 2021 Viikko 08;Kaikki Alueet;
Vuosi 2021 Viikko 09;Kaikki Alueet;
Vuosi 2021 Viikko 10;Kaikki Alueet;
Vuosi 2021 Viikko 11;Kaikki Alueet;
Vuosi 2021 Viikko 12;Kaikki Alueet;
Vuosi 2021 Viikko 13;Kaikki Alueet;
Vuosi 2021 Viikko 14;Kaikki Alueet;
Vuosi 2021 Viikko 15;Kaikki Alueet;
Vuosi 2021 Viikko 16;Kaikki Alueet;
Vuosi 2021 Viikko 17;Kaikki Alueet;
Vuosi 2021 Viikko 18;Kaikki Alueet;
Vuosi 2021 Viikko 19;Kaikki Alueet;
Vuosi 2021 Viikko 20;Kaikki Alueet;
Vuosi 2021 Viikko 21;Kaikki Alueet;
Vuosi 2021 Viikko 22;Kaikki Alueet;
Vuosi 2021 Viikko 23;Kaikki Alueet;
Vuosi 2021 Viikko 24;Kaikki Alueet;
Vuosi 2021 Viikko 25;Kaikki Alueet;
Vuosi 2021 Viikko 26;Kaikki Alueet;
Vuosi 2021 Viikko 27;Kaikki Alueet;
Vuosi 2021 Viikko 28;Kaikki Alueet;
